,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,path
0,0.9080787897109985,-0.5386338233947754,-0.7515313625335693,-0.7969180345535278,-0.5193744897842407,-1.19215989112854,0.3671795427799225,-1.5252065658569336,-0.6305826902389526,1.441224455833435,../data/noskin_all_v2/noskin_28/test_d/test/0000539.jpg
1,0.29919368028640747,-0.36970093846321106,-1.179274082183838,-0.665489137172699,0.4237802028656006,0.06122623383998871,0.12465208768844604,-0.44224879145622253,-0.21653348207473755,0.8132330179214478,../data/noskin_all_v2/noskin_28/test_d/test/0001179.jpg
2,-0.8104019165039062,0.10787570476531982,0.10075691342353821,1.065423607826233,1.2556312084197998,-0.9403929710388184,-0.6509156823158264,1.1330599784851074,-1.0528336763381958,1.2974876165390015,../data/noskin_all_v2/noskin_28/test_d/test/0003439.jpg
3,0.7257770299911499,-0.7562859058380127,-1.936608910560608,1.7521672248840332,-0.3925054371356964,0.2599078416824341,0.7725779414176941,1.2051020860671997,0.06044505536556244,-0.38641127943992615,../data/noskin_all_v2/noskin_28/test_d/test/0001419.jpg
4,0.6157159805297852,0.3452939987182617,0.6591296195983887,-0.7736436128616333,1.1101981401443481,0.17185147106647491,0.6708655953407288,1.308615803718567,-1.7581517696380615,0.09287115931510925,../data/noskin_all_v2/noskin_28/test_d/test/0003059.jpg
5,1.5303235054016113,-0.533226490020752,-0.1874372959136963,1.4592616558074951,0.9793645143508911,0.421526700258255,0.29560399055480957,0.8369601964950562,0.45113906264305115,0.6242120265960693,../data/noskin_all_v2/noskin_28/test_d/test/0004109.jpg
6,0.022096067667007446,0.9646272659301758,-0.9572019577026367,0.6054816246032715,0.19619834423065186,-0.931777834892273,0.13633981347084045,0.8676334619522095,1.555834174156189,0.05773162841796875,../data/noskin_all_v2/noskin_28/test_d/test/0001299.jpg
7,1.8851382732391357,0.6812545657157898,-0.735382080078125,-0.5175667405128479,-1.3642033338546753,-0.28623807430267334,0.24667751789093018,1.1063010692596436,1.0728732347488403,-0.14194926619529724,../data/noskin_all_v2/noskin_28/test_d/test/0003829.jpg
8,-1.0393438339233398,-0.8419595956802368,1.2598216533660889,-2.550786018371582,-0.4696944057941437,1.1565262079238892,1.1958422660827637,0.42163676023483276,0.08031204342842102,0.1795036494731903,../data/noskin_all_v2/noskin_28/test_d/test/0002639.jpg
9,1.8926682472229004,0.017752937972545624,0.8766669034957886,-0.28509968519210815,0.2997104525566101,1.8388406038284302,0.09110834449529648,-1.1598831415176392,1.1711467504501343,-0.2103361189365387,../data/noskin_all_v2/noskin_28/test_d/test/0001219.jpg
10,-1.9557349681854248,0.5150272846221924,-0.22337639331817627,-0.2355317622423172,-1.563960075378418,0.3899120092391968,1.9543063640594482,-0.8395885825157166,0.8853203058242798,-0.40302687883377075,../data/noskin_all_v2/noskin_28/test_d/test/0002409.jpg
11,0.6008090376853943,0.11727768182754517,-1.1189953088760376,0.7997282147407532,0.4467477798461914,-0.2898971438407898,-0.37115225195884705,0.5669651031494141,-0.4561193883419037,-0.4092170000076294,../data/noskin_all_v2/noskin_28/test_d/test/0003759.jpg
12,2.0874617099761963,-1.0394197702407837,-0.585171639919281,-0.3059168756008148,0.8232489824295044,1.5557255744934082,0.6333280801773071,-1.4983413219451904,0.8585633039474487,-0.0760294646024704,../data/noskin_all_v2/noskin_28/test_d/test/0003219.jpg
